restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Celebrity Cake Shop,Restaurant,Bakery,-,300,Bhayandar,Mumbai
Fit-Kitchen,Restaurant,Healthy Food,-,400,Sakinaka,Mumbai
Shake n Crack,Restaurant,"Fast Food,Beverages",-,200,Carter Road-- Bandra West,Mumbai
RK Restaurant,Restaurant,North Indian,-,150,Versova-- Andheri West,Mumbai
K.G.N Biryani,Restaurant,North Indian,-,300,Dombivali East,Mumbai
New Garva Family Restaurant And Bar,Restaurant,"Chinese,North Indian",-,400,Ghodbunder Road,Mumbai
Shree Radhakrishna,Restaurant,"North Indian,South Indian",-,500,Kandivali West,Mumbai
Vijay Durga Restaurant & Bar,Restaurant,"Biryani,Chinese,Fast Food",-,600,Kandivali West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Brijwasi Toast & Grill Corner,Restaurant,Fast Food,-,300,Fort,Mumbai
Hot N Spicy,Restaurant,Chinese,-,450,Vasai,Mumbai
Fresh Juice Gallery,Restaurant,"Juices,Beverages",-,200,Andheri Lokhandwala-- Andheri West,Mumbai
Fish Curry,Restaurant,Seafood,-,800,Nerul,Mumbai
Swaad Punjab Da,Restaurant,"Chinese,North Indian",-,300,Kharghar,Mumbai
Cake Show Premium Cake Hub,Restaurant,Desserts,-,300,Mira Road,Mumbai
Annapurna Kathiyawadi Dhaba,Restaurant,"Gujarati,Maharashtrian",-,400,Virar,Mumbai
Ayaz Biryani,Restaurant,Biryani,-,150,Bandra Talao-- Bandra West,Mumbai
Yummy Your Tummy,Restaurant,"Fast Food,Chinese",-,600,Mahakali,Mumbai
Tempatation Family Restaurant,Restaurant,"Chinese,North Indian,Mughlai",-,800,Nerul,Mumbai
Matunga Fast Food,Restaurant,"Street Food,Fast Food",-,200,Matunga East,Mumbai
Eat & Meet Family Lunch Home,Restaurant,"Malwani,Seafood,Chinese,North Indian",-,400,Borivali East,Mumbai
Cafe Irani,Restaurant,"Chinese,Mughlai,North Indian",-,250,Mohammad Ali Road,Mumbai
Geeta's Kitchen,Restaurant,"Chinese,Continental,North Indian",-,700,Old Panvel,Mumbai
Tea Adda,Restaurant,"Cafe,Street Food",-,200,Parel,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Rasbodha,Restaurant,Fast Food,3.5,250,Borivali West,Mumbai
Sahara,Restaurant,"Chinese,North Indian,Mughlai",3.4,500,Malad East,Mumbai
Pratiksha Bar & Restaurant,Restaurant,"North Indian,Chinese,Fast Food",3.3,600,Mumbai Central,Mumbai
Shree Krishna Family Restaurant & Bar,Restaurant,"North Indian,Chinese,Fast Food",3.0,350,Dahisar East,Mumbai
Race View Restaurant,Restaurant,"North Indian,Chinese",3.2,450,Mahalaxmi,Mumbai
Vijay Sagar Pure Veg,Restaurant,"Chinese,North Indian,South Indian",2.9,550,Chowpatty,Mumbai
Gokul Franky & Chaat,Restaurant,Street Food,3.3,100,Centrium Mall-- Kandivali East,Mumbai
Tip Top,Restaurant,Mughlai,3.3,150,Santacruz East,Mumbai
Sadguru Sandwich,Restaurant,Fast Food,3.4,200,Santacruz East,Mumbai
Biting Point,Restaurant,Fast Food,3.5,350,Kandivali West,Mumbai
Pritam Restaurant & Bar,Restaurant,"North Indian,Chinese",3.0,350,Chembur,Mumbai
Hotel Kwality,Restaurant,"North Indian,Chinese,Seafood",3.2,500,Santacruz East,Mumbai
Hotel Suprima Malwani,Restaurant,"Malwani,Seafood,North Indian,Chinese",2.8,500,Kopar Khairane,Mumbai
Dwaraka,Restaurant,"Chinese,North Indian",3.3,500,Kalamboli,Mumbai
Radha Krishna,Restaurant,"South Indian,North Indian,Chinese,Fast Food,Desserts",3.0,300,Virar,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Chayanandana,Restaurant,"South Indian,Sandwich,North Indian,Chinese,Beverages",NEW,400,Parel,Mumbai
Malwan Spice,Restaurant,"Malwani,Chinese,Seafood",3.3,1200,Kalyan,Mumbai
The Hot Pot Restaurant,Restaurant,"North Indian,Chinese",3.4,700,Kalwa,Mumbai
Hotel Mahalaxmi Garden - 2,Restaurant,"North Indian,Chinese,South Indian,Seafood",2.8,550,Sakinaka,Mumbai
Hotel Gaavdevi,Restaurant,"North Indian,Chinese,Biryani,Seafood",2.7,600,Kalyan,Mumbai
Cafe Banchetta,Restaurant,"Cafe,Desserts",3.6,500,Borivali West,Mumbai
Apale Ghar Homemade Food,Restaurant,"North Indian,Mughlai,Seafood",3.4,400,Vasant Vihar-- Thane West,Mumbai
Everest Momo's,Restaurant,"Fast Food,Momos",3.3,200,Oshiwara-- Andheri West,Mumbai
New Punjabi Ghasitaram Halwai,Restaurant,Mithai,3.1,200,Sion,Mumbai
Choc Le',Restaurant,"Bakery,Desserts",3.5,300,Sion,Mumbai
Sanmaan,Restaurant,"Seafood,North Indian,Chinese,Malwani,Mughlai",3.4,650,Mulund West,Mumbai
Shree Krishna Family Restaurant & Bar,Restaurant,"North Indian,Chinese,Fast Food",3.0,350,Dahisar East,Mumbai
Barbeque N Biryanis,Restaurant,"North Indian,BBQ",3.3,500,Big Shopping Centre-- Owale-- Thane West,Mumbai
Moti's Restaurant & Bar,Restaurant,"North Indian,Chinese",3.4,500,Naupada-- Thane West,Mumbai
Race View Restaurant,Restaurant,"North Indian,Chinese",3.2,450,Mahalaxmi,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Hotel Kwality,Restaurant,"North Indian,Chinese,Seafood",3.2,500,Santacruz East,Mumbai
Sadguru Sandwich,Restaurant,Fast Food,3.4,200,Santacruz East,Mumbai
Hotel Suprima Malwani,Restaurant,"Malwani,Seafood,North Indian,Chinese",2.8,500,Kopar Khairane,Mumbai
Vijay Sagar Pure Veg,Restaurant,"Chinese,North Indian,South Indian",2.9,550,Chowpatty,Mumbai
Tip Top,Restaurant,Mughlai,3.3,150,Santacruz East,Mumbai
Pritam Restaurant & Bar,Restaurant,"North Indian,Chinese",3.0,350,Chembur,Mumbai
Gokul Franky & Chaat,Restaurant,Street Food,3.3,100,Centrium Mall-- Kandivali East,Mumbai
Biting Point,Restaurant,Fast Food,3.5,350,Kandivali West,Mumbai
Dwaraka,Restaurant,"Chinese,North Indian",3.3,500,Kalamboli,Mumbai
Radha Krishna,Restaurant,"South Indian,North Indian,Chinese,Fast Food,Desserts",3.0,300,Virar,Mumbai
Olive n spice,Restaurant,"Pizza,Fast Food",2.6,700,Wadala,Mumbai
Rainbow,Restaurant,"Bakery,Desserts",3.4,250,Kandivali West,Mumbai
Cakes & Candles,Restaurant,"Desserts,Bakery",3.5,250,Korum Mall-- Khopat-- Thane West,Mumbai
Big Sandwich Company,Restaurant,"Fast Food,Street Food",2.5,400,Powai,Mumbai
Tamarind,Restaurant,"North Indian,Chinese,Continental",3.4,1000,Wagle Estate-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
New Red Hot Spicy,Restaurant,Chinese,3.4,450,Mira Road,Mumbai
Local 709,Restaurant,"Chinese,North Indian,Seafood",3.7,600,Hotel Varishtta-- Kopar Khairane,Mumbai
Charpai - The Flavour,Restaurant,"North Indian,Mughlai",3.4,700,Galleria Shopping Centre-- Powai,Mumbai
Sai Shraddha bar & Restaurant,Restaurant,"Chinese,North Indian,Seafood",2.8,550,New Panvel,Mumbai
Hotel Saiba,Restaurant,"Chinese,South Indian,North Indian",2.7,400,Upvan-- Thane West,Mumbai
Sahara,Restaurant,"Chinese,North Indian,Mughlai",3.4,500,Malad East,Mumbai
Margaret Food Zone,Restaurant,Chinese,3.5,450,Mira Road,Mumbai
Atithi Lunch Home,Restaurant,"North Indian,South Indian,Chinese,Seafood,Mughlai",3.4,550,Vasai,Mumbai
Bhavani Lunch Home,Restaurant,"North Indian,Street Food",2.8,250,Kopar Khairane,Mumbai
Shree Siddhi,Restaurant,"North Indian,Chinese,Street Food,Beverages",2.8,550,Owale-- Thane West,Mumbai
Punjabi Dhaba,Restaurant,"Chinese,North Indian",3.5,500,Mira Road,Mumbai
The Guest,Restaurant,Chinese,3.1,550,Near Andheri East Station,Mumbai
Chop King,Restaurant,"North Indian,Chinese,Mughlai",3.5,600,Vashi,Mumbai
Royal Restaurant,Restaurant,"Chinese,North Indian",-,250,Santacruz West,Mumbai
Brother's Kitchen,Restaurant,"Chinese,North Indian,Seafood",3.2,650,Goregaon West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Grab Your Chicken,Restaurant,Fast Food,3.6,500,7 Bungalows-- Andheri West,Mumbai
Treat Maruti Pav Bhaji,Restaurant,Fast Food,3.1,200,Mahakali,Mumbai
House of Biryanis,Restaurant,"Biryani,Rolls,Kebab,Beverages",NEW,400,Worli,Mumbai
Riwaayat,Restaurant,"Biryani,Mughlai",NEW,550,Malad West,Mumbai
Temptations,Restaurant,"Bakery,Desserts,Fast Food",NEW,300,Sakinaka,Mumbai
Munchiess,Restaurant,"Fast Food,Beverages,Pizza",3.8,350,Mira Road,Mumbai
Moon Light Family Restaurant,Restaurant,"Chinese,North Indian",3.1,700,Kandivali West,Mumbai
Hot Pot,Restaurant,"Chinese,Seafood",3.7,600,Byculla,Mumbai
Mashaallah Cuisine,Restaurant,"Chinese,Mughlai,Lebanese",3.9,700,Mohammad Ali Road,Mumbai
Cafe Basilico - Bistro & Deli,Restaurant,"Italian,Mediterranean,Salad",3.9,1700,Colaba,Mumbai
Utsav Restaurant,Restaurant,"Chinese,North Indian,Mughlai",3.8,900,Juhu,Mumbai
Mighty Small,Restaurant,"Continental,American",3.8,1000,Kamala Mills Compound,Mumbai
Beyond Pancakes,Restaurant,"Desserts,Bakery",NEW,300,Mumbai Central,Mumbai
Mi Favorito,Restaurant,"Chinese,Italian,Fast Food,Juices",3.7,500,Ghatkopar East,Mumbai
Shahi Zaika Family Restaurant,Restaurant,"North Indian,Mughlai,Chinese",3.7,800,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Arabic Kitchen,Restaurant,"Biryani,Arabian,Middle Eastern",2.9,500,Hiranandani Estate-- Thane West,Mumbai
Rajasthani Kulfi,Restaurant,Desserts,-,150,Metro Junction Mall-- Kalyan,Mumbai
Made In China,Restaurant,Chinese,3.7,650,Hiranandani Estate-- Thane West,Mumbai
Rubaab Express,Restaurant,"North Indian,Mughlai",3.5,300,Dombivali East,Mumbai
Swaraj Family Restaurant,Restaurant,"North Indian,Chinese,Malwani",3.3,550,New Panvel,Mumbai
Aarey Sandwich,Restaurant,Fast Food,-,200,Nariman Point,Mumbai
Haazri,Restaurant,"Tea,Fast Food",3.0,150,Lower Parel,Mumbai
Amogh,Restaurant,"North Indian,Mughlai,Chinese,Seafood,Indian,BBQ,Bar Food",3.3,700,Naupada-- Thane West,Mumbai
Devil's Kitchen,Restaurant,Fast Food,3.3,200,Bandra East,Mumbai
K.K. Snacks Corner & Lunch Home,Restaurant,North Indian,3.1,500,Thane East,Mumbai
Pizzas N Pastas,Restaurant,"Italian,Fast Food,Pizza",2.9,600,Big Shopping Centre-- Owale-- Thane West,Mumbai
Sai Krupa,Restaurant,"Chinese,Seafood",-,300,Goregaon East,Mumbai
Aagri Spice,Restaurant,Malwani,3.6,550,Kamothe,Mumbai
Monkey Business Cafe,Restaurant,"Fast Food,Sandwich,Beverages",3.5,300,Chembur,Mumbai
Juic'd,Restaurant,"North Indian,Maharashtrian",2.8,400,Powai,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Crazy about Juice,Restaurant,Juices,2.9,200,Versova-- Andheri West,Mumbai
Temptation - The Cake Shop,Restaurant,Bakery,3.2,300,Borivali West,Mumbai
Ruchi Lunch Home & Chinese,Restaurant,"Fast Food,Chinese",3.4,450,New Panvel,Mumbai
Hungry Headz,Restaurant,"Mangalorean,Fast Food,Chinese",3.8,500,Mahakali,Mumbai
Atithi Family Restaurant,Restaurant,"North Indian,Chinese,Asian",3.6,550,Marol,Mumbai
Shree Pavitra,Restaurant,"South Indian,North Indian,Chinese",3.4,500,Kharghar,Mumbai
Hungry Cat Kitchen,Restaurant,Continental,3.6,700,Mahim,Mumbai
Cafe Amber,Restaurant,"Chinese,North Indian",3.4,600,Goregaon East,Mumbai
Kunal Chinese & Fast Food,Restaurant,Chinese,2.7,300,Old Panvel,Mumbai
Urthenfire,Restaurant,"North Indian,Beverages",3.7,650,Versova-- Andheri West,Mumbai
Pepper Crunch,Restaurant,"Chinese,Healthy Food",3.8,700,Goregaon West,Mumbai
China Garden,Restaurant,Chinese,3.2,500,Kandivali East,Mumbai
SS Kitchen & Bar,Restaurant,"North Indian,Chinese",3.5,750,Borivali West,Mumbai
Aaba Misalawale,Restaurant,Maharashtrian,3.2,150,Kharghar,Mumbai
Cocolayers,Restaurant,"Bakery,Desserts",3.6,500,Santacruz East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Dessert Rose,Restaurant,"Bakery,Desserts",2.9,200,Malad West,Mumbai
Panda Roll Center,Restaurant,Rolls,3.0,200,Gorai,Mumbai
Northarn Paratha,Restaurant,North Indian,3.4,600,Mira Road,Mumbai
Sobo Meals,Restaurant,"Italian,Fast Food",3.5,400,Mumbai Central,Mumbai
Matsya Express Thali,Restaurant,"Seafood,Konkan",3.0,450,Goregaon West,Mumbai
Shikha Fast Food & Chinese Treat,Restaurant,"Chinese,North Indian",3.0,300,Wagle Estate-- Thane West,Mumbai
Bhoomi Pav Bhaji Corner,Restaurant,"Fast Food,Chinese",3.5,300,Malad West,Mumbai
Thalis and Combos Treat,Restaurant,"North Indian,Chinese",2.7,400,Powai,Mumbai
Asha Shakes and Snacks Corner,Restaurant,"Fast Food,Beverages",3.2,400,Kalyan,Mumbai
Prabh Punjabi Special,Restaurant,North Indian,2.9,300,Dombivali East,Mumbai
Punjabi Zaika,Restaurant,"North Indian,Chinese",3.1,400,Dombivali East,Mumbai
The Fries Villa,Restaurant,"American,Fast Food",3.7,200,Mulund East,Mumbai
Eat Well,Restaurant,"North Indian,Chinese",3.5,300,Majiwada-- Thane West,Mumbai
Classic Yumm,Restaurant,"Fast Food,North Indian,South Indian,Chinese",3.1,450,Powai,Mumbai
Sizzling Palate,Restaurant,"Cafe,Continental",3.7,600,Airoli,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Plate-It,Restaurant,"Continental,North Indian,Chinese,Italian",3.3,650,Kandivali East,Mumbai
The Village - Hotel Jai Malhar,Restaurant,"North Indian,Chinese,South Indian",3.4,500,Old Panvel,Mumbai
Yome,Restaurant,"Fast Food,South Indian",2.8,100,Lower Parel,Mumbai
Malti's,Restaurant,"North Indian,Chinese,Malwani",3.3,600,Malad East,Mumbai
Liplick Pizzeria,Restaurant,"Pizza,Italian",3.1,600,Kharghar,Mumbai
Adda-04,Restaurant,"Mediterranean,Fast Food",3.9,450,Khopat-- Thane West,Mumbai
Eagles,Restaurant,"Chinese,North Indian",3.6,500,Marol,Mumbai
Brown Bell Cafe,Restaurant,"Fast Food,Pizza,Sandwich,Burger,Coffee,Tea",3.8,300,Kandivali East,Mumbai
Mum's Kitchen,Restaurant,Parsi,3.3,500,Churchgate,Mumbai
Anna's Kitchen,Restaurant,"South Indian,North Indian,Chinese",2.9,300,Airoli,Mumbai
Fresco Panini,Restaurant,Fast Food,3.9,250,Mulund West,Mumbai
Tiffins & Thots,Restaurant,North Indian,3.2,300,Powai,Mumbai
Forever Multi Cuisine,Restaurant,"North Indian,Rajasthani,Chinese,Sandwich,Desserts,Juices",3.0,250,Kharghar,Mumbai
The Frozen Flavors,Restaurant,Desserts,3.6,200,Bhayandar,Mumbai
Fortunato Food Factory,Restaurant,"American,Italian",3.5,500,Nerul,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Frunch,Restaurant,"Healthy Food,North Indian",3.2,600,Malad West,Mumbai
Nom Nom Restro,Restaurant,"Chinese,North Indian,Fast Food",3.2,550,Kopar Khairane,Mumbai
Public,Restaurant,Chinese,3.3,400,Kalyan,Mumbai
Vijay Chinese Food,Restaurant,Chinese,2.9,300,Kopar Khairane,Mumbai
Superb Live Bakery & Pastry,Restaurant,"Bakery,Desserts,Fast Food",3.4,200,Haware Centurion Mall-- Seawoods,Mumbai
Bawan Masala,Restaurant,"North Indian,Mughlai,Biryani,BBQ,Desserts,Indian,Kebab",3.9,550,Malad West,Mumbai
Asaanjo Kitchen,Restaurant,"North Indian,Sindhi,Continental",3.1,500,Kasarvadavli-- Thane West,Mumbai
Swagat Veg Restaurant,Restaurant,"Chinese,Mughlai,North Indian",-,650,Bandra Kurla Complex,Mumbai
Pasta Kitchen,Restaurant,Italian,3.2,500,CBD-Belapur,Mumbai
Paprika,Restaurant,"Chinese,North Indian,Lebanese",3.0,500,Vasai,Mumbai
Kavita's Delicacies,Restaurant,"Biryani,South Indian,Fast Food,Desserts,Sindhi,North Indian",3.6,600,Khar,Mumbai
Shaluz Delightz,Restaurant,"Bakery,Desserts",3.6,350,Mira Road,Mumbai
Rasbodha,Restaurant,Fast Food,3.5,250,Borivali West,Mumbai
The Big Apple Baking Co.,Restaurant,"Bakery,Desserts",3.7,500,Vile Parle East,Mumbai
Sheer Joy,Restaurant,"Bakery,Desserts",3.9,500,Sion,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Adarsh,Restaurant,"North Indian,Fast Food,Beverages",3.3,300,Dadar East,Mumbai
Chinese.com,Restaurant,Chinese,3.5,250,Sanpada,Mumbai
Hasty Tasty,Restaurant,"Fast Food,Beverages",NEW,300,Khopat-- Thane West,Mumbai
Noodle Box,Restaurant,"Chinese,Thai",3.4,400,Kalwa,Mumbai
Tiffin's - VITS Hotel,Restaurant,North Indian,3.2,500,VITS Hotel-- Marol,Mumbai
Adira's Kitchen,Restaurant,"Chinese,North Indian",3.3,550,Dombivali West,Mumbai
Hotel Ruchi,Restaurant,"North Indian,South Indian,Chinese",3.0,400,Powai,Mumbai
13th Cup Tea Lounge,Restaurant,"Cafe,Fast Food",2.6,300,Chakala,Mumbai
Green Chilly,Restaurant,Chinese,3.3,350,Mira Road,Mumbai
Cafe Bliss,Restaurant,"Cafe,Fast Food",3.4,600,Near Andheri West Station,Mumbai
Hyderabadi Tanvish Darbar,Restaurant,"Biryani,North Indian,Chinese,Hyderabadi,Mughlai",3.4,650,Kamothe,Mumbai
Tasty Wok,Restaurant,Chinese,3.9,600,Sewri,Mumbai
Hotel Satkar,Restaurant,"North Indian,South Indian,Chinese,Fast Food",3.0,450,Vikhroli,Mumbai
Hotel Phoenix,Restaurant,"North Indian,Chinese",3.1,800,New Panvel,Mumbai
Binger,Restaurant,Fast Food,3.4,400,New Panvel,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Chinese House,Restaurant,Chinese,3.2,300,Raghuleela Mall-- Vashi,Mumbai
Kavya Chinese Corner,Restaurant,Chinese,3.2,300,Chembur,Mumbai
Blend Desi,Restaurant,"Chinese,Fast Food",3.4,450,Dombivali East,Mumbai
Orbango,Restaurant,Juices,3.9,200,Andheri Lokhandwala-- Andheri West,Mumbai
Frosty,Restaurant,Ice Cream,3.5,200,Andheri Lokhandwala-- Andheri West,Mumbai
Rassa Marathicha Thassa,Restaurant,Maharashtrian,3.6,600,Sewri,Mumbai
Pizza Polis,Restaurant,"Italian,Pizza",2.4,500,Byculla,Mumbai
Glee Chocolates,Restaurant,"Bakery,Desserts",3.1,500,Lower Parel,Mumbai
Ashok Sweets,Restaurant,Mithai,-,300,Dombivali East,Mumbai
The Dessert Street,Restaurant,"Bakery,Desserts",4.0,300,Lower Parel,Mumbai
Mr. Brown Confectionery,Restaurant,Bakery,3.2,350,Airoli,Mumbai
Liquidz n More,Restaurant,"Juices,Beverages,Sandwich",3.7,300,Khar,Mumbai
Idli Spot,Restaurant,South Indian,-,200,Malad West,Mumbai
Jagvi Udipi Fast Food,Restaurant,"South Indian,Biryani,Fast Food",3.8,350,Powai,Mumbai
Shamjees Chaat Sweets Snacks Dryfruits,Restaurant,"Fast Food,Mithai",-,150,Kandivali East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Zio's Pizza,Restaurant,"Italian,Pizza",3.5,250,Mazgaon,Mumbai
Bombay Delite,Restaurant,"Fast Food,Pizza",3.9,600,Naupada-- Thane West,Mumbai
Blue Rain Multi Cuisine Kitchen,Restaurant,"North Indian,Chinese",3.0,850,Kasarvadavli-- Thane West,Mumbai
New Hot Spot,Restaurant,"Chinese,North Indian",3.3,300,Ghodbunder Road,Mumbai
Aamhi Malvani,Restaurant,Malwani,3.4,500,Panch Pakhadi-- Thane West,Mumbai
Outdoor Kitchen,Restaurant,"North Indian,Chinese,Mughlai",2.9,500,Ghodbunder Road,Mumbai
Temptations Unlimited,Restaurant,"Desserts,North Indian",3.4,400,Goregaon East,Mumbai
Mom's Recipes,Restaurant,"Chinese,North Indian,Thai,Mughlai",3.3,700,Versova-- Andheri West,Mumbai
Monte Carlo,Restaurant,Bakery,3.4,450,Grant Road,Mumbai
Chatpatta Kitchen,Restaurant,Fast Food,-,250,Prabhadevi,Mumbai
Foodpath,Restaurant,"South Indian,Maharashtrian,North Indian",3.0,200,Ghatkopar West,Mumbai
La Grande Mamma Mia,Restaurant,"Italian,Chinese",3.6,500,Kamothe,Mumbai
Royal Treat,Restaurant,Chinese,3.0,200,Kalyan,Mumbai
Cafe F for Fries,Restaurant,"American,Fast Food",3.7,350,Oshiwara-- Andheri West,Mumbai
Northern Kitchen,Restaurant,"Fast Food,North Indian,Chinese",3.1,200,Mira Road,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Sacro Express,Restaurant,"Italian,Healthy Food",NEW,400,Nerul,Mumbai
Sugran,Restaurant,"North Indian,Maharashtrian,Malwani",-,350,Marol,Mumbai
The Curry Project,Restaurant,North Indian,2.9,400,Kandivali East,Mumbai
Fresh Fusion,Restaurant,"Salad,Healthy Food",-,300,Near Andheri East Station,Mumbai
The Momos Express,Restaurant,Momos,2.9,200,Kalyan,Mumbai
Round The Plate Hotel,Restaurant,"North Indian,South Indian,Fast Food",-,500,Bandra East,Mumbai
Nandoskar Restaurant,Restaurant,"North Indian,Chinese",3.4,400,Chembur,Mumbai
Tasty Treat,Restaurant,Chinese,3.3,400,Dombivali West,Mumbai
Mast Banarasi Paan,Restaurant,Paan,3.1,100,Dombivali East,Mumbai
Blue Ocean,Restaurant,"South Indian,North Indian",-,750,Khopat-- Thane West,Mumbai
Brijwasi Sweets,Restaurant,"Mithai,Fast Food",-,300,Grant Road,Mumbai
K.K Frankie,Restaurant,North Indian,2.9,400,Vasai,Mumbai
Bhukkad Junction,Restaurant,"Fast Food,North Indian",-,200,Vile Parle East,Mumbai
Samudra Restaurant,Restaurant,"Malwani,North Indian,Chinese",2.9,350,Kamothe,Mumbai
7 King,Restaurant,Ice Cream,-,250,Bandra East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Bombay Sandwich Streat,Restaurant,Sandwich,NEW,200,Juhu,Mumbai
The Juice D Cafe,Restaurant,Beverages,3.2,250,Near Andheri West Station,Mumbai
Brijwasi Sweets,Restaurant,"Mithai,Street Food",-,150,Malabar Hill,Mumbai
Jassi Veg Restaurant & Bar,Restaurant,"North Indian,Chinese,Indian,Gujarati",3.4,1000,Ghatkopar East,Mumbai
Manohar Sweets And Farsan Mart,Restaurant,Mithai,-,200,Khar,Mumbai
Lakkhi's Kitchen,Restaurant,Fast Food,3.1,400,Borivali West,Mumbai
Tasty Point,Restaurant,Chinese,-,400,Marol,Mumbai
Trupti Fast Food Corner,Restaurant,"South Indian,Chinese,Fast Food",-,300,Near Andheri West Station,Mumbai
The Cake Garden,Restaurant,Bakery,-,300,Naupada-- Thane West,Mumbai
Fries Before Guys,Restaurant,Fast Food,-,400,Virar,Mumbai
The Samosa Syndrome,Restaurant,North Indian,-,200,Powai,Mumbai
Gopala's Continental Kitchen,Restaurant,"Continental,Fast Food",NEW,600,Bhandup,Mumbai
Bowl Culture,Restaurant,"Beverages,Healthy Food,Desserts",NEW,500,Marol,Mumbai
Green Mango,Restaurant,"North Indian,Chettinad",-,200,Ulwe,Mumbai
Shawarma By Mr.Pacman,Restaurant,Lebanese,NEW,400,Dombivali East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Theobroma,Restaurant,"Bakery,Desserts",4.4,500,Powai,Mumbai
PizzaExpress,Restaurant,"Italian,Pizza",4.3,1500,Colaba,Mumbai
City Forestt Family Restaurant & Bar,Restaurant,"North Indian,Chinese,Seafood,Malwani",4.2,1400,Upvan-- Thane West,Mumbai
Santé Spa Cuisine,Restaurant,"Salad,Continental,Healthy Food,Mediterranean,Pizza",4.5,1800,First International Financial Centre-- Bandra Kurla Complex,Mumbai
The Drawing Room - Smoke House Deli,Restaurant,"Italian,European",4.0,2000,Pali Hill-- Bandra West,Mumbai
Amar Punjab,Restaurant,"North Indian,Chinese,Fast Food",3.8,700,Panch Pakhadi-- Thane West,Mumbai
New Kulfi Centre,Restaurant,"Ice Cream,Desserts",4.0,200,Chowpatty,Mumbai
Shan - E - Punjab,Restaurant,"Mughlai,Thai",3.7,800,Sanpada,Mumbai
Dessi Cuppa,Restaurant,"Desserts,Beverages,Juices",3.7,200,Mahim,Mumbai
IXCACAO,Restaurant,"Desserts,Beverages,Ice Cream",3.7,400,Vile Parle West,Mumbai
Oh So Stoned!,Restaurant,"Beverages,Desserts,Ice Cream",4.0,400,Khar,Mumbai
Sanjha Chulha,Restaurant,"Chinese,North Indian,Seafood",3.7,400,Kopar Khairane,Mumbai
Reuben's Restobar,Restaurant,"North Indian,Chinese,Continental,Biryani",3.6,650,Malad West,Mumbai
Cairo Grill,Restaurant,"Fast Food,Lebanese",3.9,600,Khar,Mumbai
Mini Punjab's Lake Side,Restaurant,"North Indian,Mughlai,Chinese",3.9,1500,Powai,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
The Kitchen,Restaurant,Chinese,NEW,300,Nalasopara,Mumbai
Binge On,Restaurant,"Continental,Chinese",3.9,700,Nerul,Mumbai
Yellow Apron,Restaurant,"Thai,Desserts,Healthy Food,Juices,Salad",3.5,600,Santacruz West,Mumbai
Nanking,Restaurant,Chinese,3.6,400,Worli,Mumbai
China Land,Restaurant,"Chinese,Seafood",3.6,450,K Star Mall-- Chembur,Mumbai
Frooters,Restaurant,"Fast Food,Beverages",NEW,400,Powai,Mumbai
The Sea Food Kitchen,Restaurant,"Seafood,North Indian",3.0,800,Kopar Khairane,Mumbai
O Mama's,Restaurant,Fast Food,2.9,350,Versova-- Andheri West,Mumbai
Cakes & Sweet Memories,Restaurant,"Bakery,Desserts,Ice Cream",3.3,200,Ghansoli,Mumbai
Hotel Shiv Sai,Restaurant,"North Indian,South Indian,Chinese",3.0,500,Ghodbunder Road,Mumbai
ST. Micheal Restaurant,Restaurant,Chinese,-,350,Vasai,Mumbai
Dimsum wala,Restaurant,Asian,-,400,Oshiwara-- Andheri West,Mumbai
Krusty Cone,Restaurant,"Fast Food,Desserts,Beverages",4.0,500,Parel,Mumbai
Donut Cafe,Restaurant,Fast Food,3.1,250,Dombivali East,Mumbai
Brijwasi Foods,Restaurant,Fast Food,-,200,Goregaon West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
